epoch,loss
0,0.134666393045336
1,0.13312320434488356
2,0.13191581517457962
3,0.13166137225925922
4,0.13089401554316282
5,0.13129459461197257
6,0.13145863241516054
7,0.13132203952409327
8,0.1309356102719903
9,0.130689712241292
0,0.08082748437300324
1,0.08046886348165572
2,0.08003586274571717
3,0.0800438723526895
4,0.0799246896058321
5,0.08010201319120824
6,0.07978741102851927
7,0.07979559060186148
8,0.07969595491886139
9,0.07977249543182552
0,0.06966839218512177
1,0.06927829107735306
2,0.06910398439504206
3,0.06886999192647636
4,0.06894017313607037
5,0.06899275770410895
6,0.06874988425988704
7,0.06864931818563491
8,0.06853669765405357
9,0.06859135930426419
0,0.058686099597252905
1,0.058455955353565514
2,0.0583646782906726
3,0.05831687420140952
4,0.05840834218543023
5,0.05822012643329799
6,0.058195609133690596
7,0.058160460204817355
8,0.058116896892897785
9,0.05805656383745372
0,0.002653770010510925
1,0.001763796535669826
2,0.0009873054514173418
3,0.0011316154123051092
4,0.0012493155445554294
5,0.0004654075237340294
6,0.001008932653348893
7,0.0006230028229765594
8,0.0008652660035295412
9,0.0003310446845716797
0,-0.001198275451315567
1,-0.0013975069578009425
2,-0.0015369056818599347
3,-0.0015836801467230543
4,-0.00156339941531769
5,-0.0016096887957246508
6,-0.0016741872859711293
7,-0.0016505266285093967
8,-0.0016691261480445974
9,-0.0016636919899610803
0,0.02742905099876225
1,0.027288095676340163
2,0.027221099589951336
3,0.027221295051276684
4,0.027154245122801512
5,0.027136883814819157
6,0.027125435415655375
7,0.027123128063976765
8,0.027136459946632385
9,0.027135365293361247
0,0.031000907125417143
1,0.030576706922147423
2,0.030445966287516057
3,0.030396822083275765
4,0.030318023345898837
5,0.030255938065238297
6,0.030225176829844713
7,0.0302055943175219
8,0.030167411838192493
9,0.030168854631483555
0,0.04413828981341794
1,0.043533384101465344
2,0.04324872622964904
3,0.04289019270800054
4,0.042784422636032104
5,0.04244535544421524
6,0.042529221798758954
7,0.04227200447348878
8,0.0425725391251035
9,0.0422734854510054
0,0.02064897952368483
1,0.020327942329458892
2,0.02021907764719799
3,0.020132316945819184
4,0.020023790653795004
5,0.020001062628580257
6,0.019979490345576778
7,0.019988050626125187
8,0.019971992704086006
9,0.01993989376933314
0,-0.03637095457816031
1,-0.0371515657461714
2,-0.03713737562065944
3,-0.037663456168957055
4,-0.03732637973735109
5,-0.037102601141668856
6,-0.03781875400454737
7,-0.03776343876961619
8,-0.03754725959151983
9,-0.03809174834168516
0,-0.03826852102065459
1,-0.03852531471056864
2,-0.03852492693113163
3,-0.038602449814789
4,-0.03864906053058803
5,-0.03873127355473116
6,-0.03860063781030476
7,-0.03873768646735698
8,-0.03871549409814179
9,-0.03868273098487407
0,0.00824742599070305
1,0.008187235041987151
2,0.008131754118949175
3,0.008109945832984522
4,0.008092342832242139
5,0.008082354150246829
6,0.008057725543039851
7,0.008042172528803349
8,0.008031563738768455
9,0.008039302672841586
0,0.006366195229929872
1,0.006331214986857958
2,0.006321494438452646
3,0.006306545590632595
4,0.006296990992268547
5,0.006288708100328222
6,0.006282780537731014
7,0.006281753274379298
8,0.00627908666501753
9,0.006277810505707748
0,0.010807498139911331
1,0.010521504562348127
2,0.010436821452458389
3,0.010346528739319183
4,0.010320920526282862
5,0.010226724363747053
6,0.010207234648987651
7,0.010133771589607932
8,0.010098216225742362
9,0.010150590984267183
0,0.011731177546607796
1,0.011324944069201592
2,0.011125018805614673
3,0.011100522533524781
4,0.010897009204200003
5,0.011012449489498977
6,0.010903932168730535
7,0.010795874179166276
8,0.010790967418870423
9,0.010729300454840995
0,0.0035136281439918093
1,0.0034898839039669838
2,0.0034720914845820516
3,0.0034564417255751323
4,0.0034470384925953113
5,0.0034406501490593655
6,0.003433123017202888
7,0.003438134881434962
8,0.0034306363922951277
9,0.003421212966713938
0,0.004182308926829137
1,0.004158025134529453
2,0.00414325793099124
3,0.004133571979764383
4,0.0041263586608693
5,0.004117066462640651
6,0.004118569326237775
7,0.004105870299099479
8,0.0041069371363846585
9,0.0040980218691402115
0,0.0010816859703481896
1,0.001029437051329296
2,0.0010122732096533582
